10000,13.5,0.5,8:54:30,9
10000,13.5,5.5,8:55:17,232
10000,5.5,11.5,9:01:05,184
10000,6.5,26.5,9:12:21,2138
10000,5.5,22.5,9:49:09,2470
10000,2.5,3.5,10:37:33,2596
10000,30.5,11.5,11:25:25,16
10000,14.5,10.5,11:29:35,16
10000,15.5,17.5,11:30:55,7
10002,15.5,4.5,8:58:40,9
10002,13.5,5.5,8:59:01,398
10002,10.5,22.5,9:11:04,1965
10002,5.5,5.5,9:48:18,3731
10002,9.5,7.5,10:51:11,478
10002,6.5,24.5,11:05:09,1330
10002,15.5,5.5,11:35:46,7
10003,15.5,2.5,8:44:10,11
10003,13.5,4.5,8:44:41,388
10003,11.5,8.5,8:57:06,183
10003,8.5,26.5,9:03:39,5200
10003,14.5,28.5,10:31:56,273
10003,2.5,4.5,10:43:52,1727
10003,5.5,25.5,11:18:50,819
10003,15.5,15.5,11:35:19,7
10004,13.5,0.5,8:45:50,8
10004,11.5,16.5,8:55:35,274
10004,7.5,22.5,9:02:09,2580
10004,5.5,2.5,9:53:19,3850
10004,7.5,6.5,11:01:17,622
10004,10.5,8.5,11:11:57,472
10004,15.5,17.5,11:21:20,7
10012,15.5,2.5,8:50:00,9
10012,8.5,16.5,8:55:53,256
10012,8.5,17.5,9:00:09,4180
10012,7.5,17.5,10:09:56,1223
10012,9.5,11.5,10:32:33,686
10012,15.5,28.5,10:47:08,231
10012,8.5,24.5,10:52:04,2135
10012,11.5,17.5,11:30:56,1343
10012,15.5,17.5,11:53:43,7
10014,15.5,2.5,8:52:20,8
10014,13.5,5.5,8:52:57,382
10014,30.5,11.5,9:00:48,16
10014,20.5,10.5,9:02:32,367
10014,14.5,10.5,9:10:07,16
10014,6.5,20.5,9:14:09,2080
10014,10.5,22.5,9:50:42,2547
10014,3.5,2.5,10:41:41,2288
10014,4.5,10.5,11:23:08,421
10014,4.5,8.5,11:30:19,310
10014,8.5,22.5,11:39:58,1081
10014,15.5,17.5,12:00:49,7
10015,15.5,4.5,8:48:20,9
10015,13.5,4.5,8:48:41,268
10015,3.5,16.5,8:56:31,208
10015,10.5,22.5,9:06:29,1850
10015,5.5,4.5,9:43:41,1548
10015,8.5,7.5,10:10:40,439
10015,4.5,17.5,10:23:09,1660
10015,6.5,24.5,10:55:07,2002
10015,15.5,15.5,11:43:04,7
10021,15.5,2.5,8:48:00,11
10021,13.5,4.5,8:48:31,218
10021,12.5,18.5,8:54:09,370
10021,9.5,17.5,9:01:39,2450
10021,6.5,23.5,9:47:45,2144
10021,14.5,22.5,10:33:51,568
10021,30.5,11.5,10:45:07,16
10021,29.5,5.5,10:46:15,2394
10021,14.5,10.5,11:30:45,16
10021,7.5,17.5,11:33:17,192
10021,8.5,24.5,11:39:13,746
10021,15.5,5.5,11:55:24,7
10022,13.5,0.5,9:36:20,8
10022,13.5,5.5,9:37:06,423
10022,6.5,6.5,9:44:53,596
10022,5.5,26.5,9:59:14,1455
10022,8.5,15.5,10:31:16,2823
10022,30.5,11.5,11:19:34,16
10022,29.5,2.5,11:20:48,1881
10022,14.5,10.5,11:53:41,16
10022,15.5,17.5,11:55:06,7
10026,15.5,4.5,8:45:00,9
10026,3.5,17.5,8:51:13,546
10026,10.5,20.5,9:06:55,2434
10026,9.5,22.5,9:51:25,2364
10026,14.5,28.5,10:32:52,337
10026,2.5,2.5,10:47:37,1912
10026,30.5,11.5,11:25:09,16
10026,20.5,10.5,11:26:48,191
10026,14.5,10.5,11:31:38,16
10026,15.5,15.5,11:32:46,7
10027,15.5,2.5,8:47:20,9
10027,13.5,2.5,8:47:38,251
10027,8.5,23.5,9:05:42,2597
10027,8.5,20.5,9:49:34,2605
10027,2.5,3.5,10:42:58,2421
10027,14.5,27.5,11:29:38,241
10027,5.5,23.5,11:41:07,1032
10027,15.5,17.5,12:01:35,7
10032,15.5,2.5,9:13:20,9
10032,13.5,2.5,9:13:37,242
10032,9.5,6.5,9:18:45,674
10032,4.5,5.5,9:31:25,6264
10032,30.5,11.5,11:18:10,16
10032,14.5,10.5,11:22:42,16
10032,15.5,15.5,11:23:44,7
10033,15.5,2.5,9:05:50,9
10033,13.5,3.5,9:06:07,412
10033,8.5,9.5,9:15:06,323
10033,4.5,6.5,9:20:54,525
10033,6.5,4.5,9:30:07,6532
10033,15.5,17.5,11:24:49,7
10037,15.5,4.5,8:49:40,8
10037,13.5,5.5,8:49:58,211
10037,13.5,8.5,8:53:48,411
10037,30.5,11.5,9:01:29,16
10037,27.5,5.5,9:02:31,8858
10037,14.5,10.5,11:33:41,16
10037,15.5,15.5,11:34:48,7
10041,13.5,0.5,9:05:00,8
10041,13.5,3.5,9:06:00,339
10041,30.5,11.5,9:12:52,16
10041,26.5,4.5,9:14:06,7633
10041,14.5,10.5,11:22:35,16
10041,15.5,17.5,11:23:46,7
10045,15.5,4.5,8:50:40,8
10045,10.5,6.5,8:55:03,286
10045,6.5,25.5,9:04:01,2578
10045,6.5,23.5,9:47:15,2384
10045,2.5,4.5,10:37:03,2146
10045,8.5,22.5,11:17:53,826
10045,15.5,15.5,11:33:48,7
10046,15.5,2.5,8:36:20,11
10046,13.5,5.5,8:37:00,399
10046,12.5,15.5,8:44:51,928
10046,30.5,11.5,9:01:22,16
10046,26.5,5.5,9:02:34,8385
10046,14.5,10.5,11:23:10,16
10046,15.5,15.5,11:24:10,7
10051,15.5,2.5,8:39:20,8
10051,13.5,3.5,8:39:37,412
10051,8.5,17.5,8:49:21,648
10051,7.5,21.5,9:03:42,5307
10051,3.5,5.5,10:39:31,2298
10051,10.5,9.5,11:19:34,365
10051,7.5,26.5,11:39:29,920
