10000,15.5,2.5,8:52:10,11
10000,13.5,4.5,8:52:46,293
10000,5.5,11.5,9:00:14,95
10000,5.5,20.5,9:14:22,1897
10000,10.5,20.5,9:49:13,2496
10000,14.5,21.5,10:32:05,694
10000,14.5,27.5,10:48:54,65
10000,5.5,17.5,10:59:09,70
10000,6.5,20.5,11:11:26,1523
10000,9.5,21.5,11:38:41,2228
10000,30.5,11.5,12:19:46,16
10000,20.5,3.5,12:22:24,905
10000,14.5,10.5,12:40:43,16
10000,5.5,11.5,12:42:46,43
10000,11.5,8.5,12:44:45,364
10000,2.5,6.5,12:53:39,400
10000,7.5,8.5,13:01:14,485
10000,14.5,27.5,13:12:38,261
10000,2.5,17.5,13:21:29,7
10000,4.5,18.5,13:21:47,2142
10000,5.5,5.5,14:09:19,5220
10000,30.5,11.5,15:37:52,16
10000,21.5,11.5,15:39:25,74
10000,31.5,3.5,15:42:20,2869
10000,30.5,5.5,16:31:02,197
10000,14.5,10.5,16:36:27,16
10000,6.5,10.5,16:40:55,1164
10000,9.5,7.5,17:01:24,265
10000,5.5,10.5,17:06:25,224
10000,7.5,6.5,17:10:34,215
10000,15.5,17.5,17:15:43,7
10002,13.5,0.5,8:44:30,8
10002,13.5,5.5,8:45:50,349
10002,30.5,11.5,8:52:49,16
10002,21.5,10.5,8:54:24,85
10002,22.5,9.5,8:55:56,293
10002,14.5,10.5,9:02:21,16
10002,8.5,25.5,9:13:47,1862
10002,7.5,23.5,9:54:43,2046
10002,15.5,27.5,10:32:25,64
10002,14.5,23.5,10:35:40,509
10002,11.5,17.5,10:47:33,186
10002,7.5,20.5,10:52:22,2387
10002,30.5,11.5,11:35:57,16
10002,14.5,10.5,11:38:20,16
10002,10.5,26.5,11:41:24,1925
10002,30.5,11.5,12:16:47,16
10002,23.5,4.5,12:18:36,523
10002,21.5,11.5,12:28:51,38
10002,30.5,5.5,12:31:10,3059
10002,21.5,10.5,13:23:19,150
10002,14.5,10.5,13:27:09,16
10002,10.5,9.5,13:29:45,494
10002,10.5,7.5,13:38:07,242
10002,9.5,16.5,13:44:30,959
10002,6.5,4.5,14:05:58,5191
10002,5.5,10.5,15:33:23,56
10002,3.5,4.5,15:35:04,2095
10002,3.5,15.5,16:14:39,20
10002,6.5,15.5,16:15:17,882
10002,7.5,11.5,16:37:23,1136
10002,5.5,8.5,16:57:28,291
10002,5.5,11.5,17:02:39,30
10002,30.5,11.5,17:05:09,16
10002,30.5,3.5,17:06:22,237
10002,14.5,10.5,17:12:32,16
10002,15.5,17.5,17:14:00,7
10003,13.5,0.5,8:54:50,9
10003,13.5,4.5,8:56:03,296
10003,9.5,20.5,9:12:15,2104
10003,8.5,26.5,9:50:38,2531
10003,14.5,28.5,10:39:35,304
10003,15.5,28.5,10:44:39,170
10003,8.5,20.5,11:07:03,1836
10003,10.5,24.5,11:39:54,2325
10003,30.5,11.5,12:25:36,16
10003,22.5,2.5,12:29:03,1026
10003,14.5,10.5,12:48:19,16
10003,4.5,10.5,12:50:38,341
10003,4.5,7.5,12:56:46,343
10003,9.5,9.5,13:03:27,332
10003,30.5,11.5,13:09:53,16
10003,30.5,5.5,13:10:48,4861
10003,20.5,11.5,14:33:17,292
10003,14.5,10.5,14:39:48,16
10003,7.5,5.5,14:41:07,4292
10003,4.5,11.5,15:54:56,233
10003,30.5,11.5,16:06:54,16
10003,29.5,2.5,16:09:05,1294
10003,30.5,5.5,16:33:23,242
10003,14.5,10.5,16:41:01,16
10003,6.5,10.5,16:47:13,996
10003,4.5,11.5,17:05:02,197
10003,15.5,17.5,17:11:03,7
10004,13.5,0.5,9:03:00,10
10004,13.5,3.5,9:03:36,213
10004,6.5,21.5,9:19:17,1412
10004,30.5,11.5,9:46:58,16
10004,21.5,11.5,9:48:35,84
10004,14.5,10.5,9:51:34,16
10004,5.5,24.5,9:57:34,1805
10004,15.5,27.5,10:31:42,147
10004,9.5,17.5,10:37:57,12
10004,11.5,16.5,10:38:40,719
10004,6.5,21.5,10:54:11,2258
10004,15.5,27.5,11:36:49,80
10004,9.5,23.5,11:39:51,2028
10004,30.5,11.5,12:17:08,16
10004,23.5,2.5,12:19:16,733
10004,29.5,0.5,12:35:06,4873
10004,21.5,11.5,13:59:36,103
10004,14.5,10.5,14:03:33,16
10004,7.5,2.5,14:07:20,5779
10004,30.5,11.5,15:46:13,16
10004,21.5,11.5,15:47:54,115
10004,29.5,5.5,15:51:37,2342
10004,14.5,10.5,16:35:54,16
10004,6.5,10.5,16:41:09,720
10004,10.5,6.5,16:54:41,568
10004,5.5,11.5,17:05:03,86
10004,5.5,10.5,17:10:58,191
10004,15.5,5.5,17:15:30,7
10005,15.5,2.5,17:27:10,8
10005,13.5,2.5,17:27:25,294
10005,30.5,11.5,17:33:36,16
10005,18.5,2.5,17:35:36,2233
10005,14.5,10.5,18:15:09,16
10005,15.5,15.5,18:16:00,7
10012,13.5,0.5,8:36:20,9
10012,13.5,3.5,8:36:45,244
10012,11.5,16.5,8:42:58,1001
10012,7.5,17.5,9:00:56,13
10012,10.5,21.5,9:09:16,2293
10012,10.5,22.5,9:47:29,2670
10012,15.5,28.5,10:36:21,238
10012,11.5,16.5,10:46:58,251
10012,7.5,23.5,10:56:57,2452
10012,7.5,21.5,11:38:07,2372
10012,30.5,11.5,12:28:02,16
10012,24.5,5.5,12:30:20,4789
10012,14.5,10.5,13:51:10,16
10012,14.5,28.5,13:53:55,524
10012,7.5,2.5,14:09:53,4176
10012,30.5,11.5,15:22:15,16
10012,20.5,10.5,15:23:48,151
10012,14.5,10.5,15:27:45,16
10012,3.5,4.5,15:30:02,2297
10012,5.5,9.5,16:09:21,678
10012,3.5,9.5,16:20:54,275
10012,4.5,10.5,16:25:39,130
10012,30.5,11.5,16:29:53,16
10012,30.5,5.5,16:31:23,221
10012,30.5,5.5,16:35:28,247
10012,14.5,10.5,16:41:58,16
10012,9.5,10.5,16:44:48,1551
10012,15.5,5.5,17:11:41,7
10014,15.5,2.5,8:41:50,12
10014,13.5,3.5,8:42:12,397
10014,4.5,10.5,8:51:41,268
10014,3.5,15.5,9:01:12,47
10014,8.5,20.5,9:10:57,1902
